               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 133,           0.0088843,           0.0062908,           0.0011997,             0.96058,             0.95951,             0.97236,             0.86661,           0.0083714,           0.0037452,           0.0019801,            0.001288,            0.001288,            0.001288
                 134,           0.0088244,           0.0064133,           0.0011765,             0.96535,             0.95408,              0.9724,             0.86623,           0.0083699,           0.0037478,           0.0019755,            0.001222,            0.001222,            0.001222
                 135,           0.0087372,           0.0062833,           0.0011817,               0.969,              0.9521,             0.97262,             0.86766,           0.0083492,           0.0037312,            0.001976,            0.001156,            0.001156,            0.001156
                 136,           0.0087451,           0.0063777,            0.001145,             0.96188,             0.95815,             0.97247,              0.8678,           0.0083444,           0.0037281,           0.0019834,             0.00109,             0.00109,             0.00109
                 137,           0.0086729,           0.0062177,           0.0011767,             0.96238,             0.95982,             0.97235,             0.86734,           0.0083385,           0.0037383,           0.0019913,            0.001024,            0.001024,            0.001024
                 138,           0.0085866,           0.0062878,           0.0010747,             0.96408,             0.95901,             0.97256,             0.86711,           0.0083426,           0.0037484,           0.0019966,            0.000958,            0.000958,            0.000958
                 139,           0.0086328,           0.0062338,           0.0011275,             0.96514,             0.95798,             0.97247,             0.86762,           0.0083285,           0.0037426,           0.0019829,            0.000892,            0.000892,            0.000892
                 140,           0.0084923,           0.0061404,           0.0011332,             0.96558,              0.9562,             0.97236,             0.86862,           0.0083163,           0.0037393,           0.0019672,            0.000826,            0.000826,            0.000826
                 141,           0.0084882,           0.0062521,           0.0010256,             0.96704,             0.95538,             0.97254,             0.86835,           0.0083097,           0.0037412,           0.0019824,             0.00076,             0.00076,             0.00076
                 142,           0.0084249,           0.0061348,           0.0010618,             0.96361,             0.95578,             0.97217,             0.86779,           0.0083064,           0.0037354,           0.0019842,            0.000694,            0.000694,            0.000694
                 143,           0.0084523,           0.0061971,           0.0010844,             0.96272,             0.95898,             0.97262,             0.86761,            0.008298,           0.0037345,           0.0019876,            0.000628,            0.000628,            0.000628
                 144,           0.0083756,           0.0060888,           0.0010772,             0.95993,             0.95999,             0.97253,             0.86776,           0.0083029,           0.0037358,               0.002,            0.000562,            0.000562,            0.000562
                 145,           0.0082696,            0.006023,          0.00098015,             0.96283,             0.95644,             0.97234,             0.86842,           0.0083003,           0.0037395,           0.0020108,            0.000496,            0.000496,            0.000496
                 146,           0.0083476,           0.0061348,          0.00099919,             0.96364,             0.95574,             0.97209,             0.86892,           0.0082906,           0.0037392,           0.0020182,             0.00043,             0.00043,             0.00043
                 147,           0.0082877,             0.00607,          0.00098752,             0.96339,              0.9559,              0.9722,             0.86945,           0.0083047,           0.0037472,           0.0020337,            0.000364,            0.000364,            0.000364
                 148,           0.0082619,            0.006061,           0.0010185,             0.96325,             0.95584,             0.97225,             0.86924,           0.0083051,           0.0037488,           0.0020401,            0.000298,            0.000298,            0.000298
                 149,           0.0082613,           0.0061353,           0.0009825,             0.96363,             0.95544,             0.97242,             0.86875,           0.0083122,           0.0037536,           0.0020529,            0.000232,            0.000232,            0.000232
