               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.018146,           0.0068033,           0.0027414,             0.94749,             0.90682,             0.94609,             0.76716,            0.016298,           0.0039112,           0.0030142,             0.00142,             0.00142,             0.00142
                 132,            0.017994,           0.0067903,           0.0026277,             0.94736,             0.91052,             0.94622,             0.76764,             0.01624,           0.0038798,           0.0029979,            0.001354,            0.001354,            0.001354
                 133,            0.017975,           0.0066617,            0.002626,             0.94691,             0.91064,             0.94724,              0.7678,            0.016181,           0.0038664,           0.0029914,            0.001288,            0.001288,            0.001288
                 134,            0.017936,           0.0067388,           0.0026136,              0.9455,             0.91005,             0.94737,             0.76927,            0.016144,           0.0038624,           0.0029955,            0.001222,            0.001222,            0.001222
                 135,            0.017828,           0.0066649,            0.002662,             0.93785,             0.91858,             0.94731,             0.76899,            0.016146,           0.0038701,           0.0029967,            0.001156,            0.001156,            0.001156
                 136,            0.017919,            0.006725,           0.0025683,             0.93826,             0.91504,             0.94677,             0.76898,            0.016153,           0.0038735,           0.0029891,             0.00109,             0.00109,             0.00109
                 137,            0.017724,           0.0066168,           0.0027261,             0.94462,             0.91006,              0.9462,             0.76859,            0.016165,           0.0038808,           0.0030137,            0.001024,            0.001024,            0.001024
                 138,            0.017614,           0.0066415,           0.0025028,             0.94564,             0.91042,             0.94686,             0.76926,            0.016206,           0.0038855,           0.0030479,            0.000958,            0.000958,            0.000958
                 139,            0.017853,           0.0066597,           0.0026325,              0.9457,             0.90914,             0.94716,             0.76787,            0.016212,           0.0038848,           0.0030746,            0.000892,            0.000892,            0.000892
                 140,            0.017512,           0.0065676,           0.0026232,             0.94438,             0.90778,              0.9467,             0.76768,            0.016224,           0.0038804,           0.0030994,            0.000826,            0.000826,            0.000826
                 141,            0.017626,           0.0066731,           0.0024754,             0.94005,             0.91312,             0.94645,             0.76814,            0.016222,           0.0038837,           0.0030989,             0.00076,             0.00076,             0.00076
                 142,            0.017413,           0.0065357,           0.0025079,             0.93803,             0.91451,             0.94628,             0.76798,            0.016211,           0.0038943,           0.0031066,            0.000694,            0.000694,            0.000694
                 143,            0.017666,           0.0066102,           0.0025925,             0.93788,             0.91263,             0.94591,              0.7679,            0.016211,           0.0038985,           0.0031156,            0.000628,            0.000628,            0.000628
                 144,            0.017394,           0.0064749,           0.0025071,              0.9364,             0.91291,             0.94466,             0.76836,            0.016224,           0.0038965,           0.0031207,            0.000562,            0.000562,            0.000562
                 145,             0.01723,           0.0064494,           0.0024001,             0.94519,             0.90569,               0.945,             0.76836,            0.016215,           0.0038944,           0.0031196,            0.000496,            0.000496,            0.000496
                 146,             0.01743,           0.0065572,           0.0024569,             0.94602,             0.90795,             0.94633,             0.76865,            0.016215,           0.0039005,           0.0031223,             0.00043,             0.00043,             0.00043
                 147,            0.017236,           0.0064904,           0.0024159,             0.94781,              0.9081,             0.94643,             0.76857,            0.016193,           0.0039033,            0.003109,            0.000364,            0.000364,            0.000364
                 148,            0.017235,           0.0064911,           0.0024528,             0.94624,              0.9078,             0.94639,             0.76852,            0.016199,           0.0039069,           0.0031015,            0.000298,            0.000298,            0.000298
                 149,             0.01731,           0.0065851,           0.0024325,             0.94479,             0.90873,             0.94625,             0.76928,            0.016194,           0.0039063,           0.0031045,            0.000232,            0.000232,            0.000232
